open_position_time	side_15776	side_15777	pnl_15776	pnl_15777	delta
2022-02-12 00:00:00	short	short	-4.56311288	-4.83231896	-0.26920608
2022-02-18 00:00:00	short	short	10.43918546	11.05505718	0.61587172
2022-02-20 20:00:00	long	long	-5.27212925	-5.58316456	-0.31103531
2022-02-27 20:00:00	short	short	-3.81491143	-4.03997651	-0.22506508
2022-03-03 20:00:00	short	short	8.74507463	9.26100033	0.51592570
2022-03-05 04:00:00	long	long	1.10180593	1.16680824	0.06500231
2022-03-07 20:00:00	short	short	-4.00009288	-4.23608295	-0.23599007
2022-03-10 04:00:00	long	long	-3.28900044	-3.48303880	-0.19403836
2022-03-10 08:00:00	short	short	3.59295170	3.80492201	0.21197031
2022-03-13 20:00:00	long	long	-2.36400994	-2.50347741	-0.13946747
2022-03-18 20:00:00	long	long	10.56976894	11.19334458	0.62357564
2022-03-27 08:00:00	short	short	-1.18987908	-1.26007736	-0.07019828
2022-03-27 20:00:00	long	long	1.18127388	1.25096449	0.06969061
2022-03-28 04:00:00	long	long	4.37547624	4.63361248	0.25813624
2022-04-06 04:00:00	short	short	6.22476449	6.59200161	0.36723712
2022-04-08 20:00:00	long	long	0.29873275	0.31635683	0.01762408
2022-04-11 08:00:00	long	long	-5.92983415	-6.27967152	-0.34983737
2022-04-13 20:00:00	long	long	-0.44662992	-0.47297936	-0.02634944
2022-04-16 20:00:00	short	short	-1.10339393	-1.16848992	-0.06509599
