"symbol","signal_time_shanghai","entry_time_shanghai","exit_time_shanghai","direction","exit_policy","exit_reason","zero_net_r","stress_net_r","cost_r","loss_class","initial_risk","entry_price","exit_price","rsi","volume_ratio","families"
"POPCAT-USDT-SWAP","2025-08-11 18:00","2025-08-11 18:15","2025-08-11 19:00","long","DivergenceRegime","stop_loss",-1.0,-1.1136482758620694,0.11364827586206938,"gross_loss",0.0046399999999999775,0.3319,0.32726,28.018797901753672,6.158860257042933,"rsi_bullish_divergence"
"NEAR-USDT-SWAP","2025-07-23 21:00","2025-07-23 21:15","2025-07-23 21:30","long","DivergenceRegime","stop_loss",-1.0,-1.1132799999999998,0.11327999999999983,"gross_loss",0.040000000000000036,2.852,2.812,30.803245263606158,5.590321825629022,"rsi_bullish_divergence"
"ADA-USDT-SWAP","2026-01-31 22:45","2026-01-31 23:00","2026-02-01 00:15","long","CounterTrendStructureV4","stop_loss",-1.0,-1.1127619047619053,0.11276190476190528,"gross_loss",0.0041999999999999815,0.2981,0.2939,26.63262822684794,6.575040345423982,"rsi_bullish_divergence"
"ZRX-USDT-SWAP","2025-08-01 08:45","2025-08-01 09:00","2025-08-01 16:00","long","CounterTrendStructureV4","stop_loss",-1.0,-1.1123017964071853,0.1123017964071853,"gross_loss",0.0033400000000000096,0.2361,0.23276,32.56022956893891,5.4007871133077066,"rsi_bullish_divergence"
"AGLD-USDT-SWAP","2025-11-03 14:45","2025-11-03 15:00","2025-11-03 18:45","long","CounterTrendStructureV4","stop_loss",-1.0,-1.1117551020408158,0.11175510204081585,"gross_loss",0.0049000000000000155,0.3447,0.3398,30.3274518874982,3.095140185256955,"rsi_bullish_divergence"
"ONE-USDT-SWAP","2025-12-29 23:00","2025-12-29 23:15","2025-12-30 02:45","long","DivergenceRegime","stop_loss",-1.0,-1.1103111111111115,0.11031111111111147,"gross_loss",0.000053999999999999795,0.00375,0.003696,38.72487556055447,7.358749018067557,"rsi_bullish_divergence"
"ACT-USDT-SWAP","2025-09-15 22:00","2025-09-15 22:15","2025-09-15 23:45","long","DivergenceRegime","stop_loss",-1.0,-1.1091325842696629,0.10913258426966288,"gross_loss",0.0005339999999999998,0.03669,0.036156,32.47328981621877,3.3558700281009632,"rsi_bullish_divergence"
"KSM-USDT-SWAP","2025-08-01 08:45","2025-08-01 09:00","2025-08-01 16:00","long","CounterTrendStructureV4","stop_loss",-1.0,-1.1077825242718449,0.10778252427184487,"gross_loss",0.20599999999999952,13.98,13.774000000000001,34.54978198490849,4.627562520124504,"rsi_bullish_divergence"
"RENDER-USDT-SWAP","2025-07-23 21:00","2025-07-23 21:15","2025-07-23 21:30","long","DivergenceRegime","stop_loss",-1.0,-1.107325,0.10732499999999989,"gross_loss",0.06400000000000006,4.325,4.261,33.080950216906146,6.382815141753723,"rsi_bullish_divergence"
"ONT-USDT-SWAP","2025-10-11 03:30","2025-10-11 03:45","2025-10-11 04:45","long","CounterTrendStructureV4","stop_loss",-1.0,-1.1062344827586204,0.10623448275862035,"gross_loss",0.0017400000000000054,0.1164,0.11466,31.750660812059394,3.6033213209050903,"rsi_bullish_divergence"
