iteration	phase	backtest_id	profit	win_rate	sharpe_ratio	max_drawdown	volatility	open_positions_num	score	beats_profit	beats_win_rate	beats_drawdown	strict_dominator	params_json
31	1	15721	211.28	0.44605	0.47048	0.541798	0.557436	1043	-8414.9128	False	False	False	False	"{""atr_take_profit_ratio"":3.17,""bb_width_threshold"":0.034,""chase_min_body_ratio"":0.56,""extreme_min_body_ratio"":0.6,""extreme_min_move_pct"":0.008,""fib_min_volume_ratio"":2.49,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.649,""fib_trigger_low"":0.341,""fixed_profit_percent_take_profit"":0.048,""leg_size"":6,""long_threshold"":0.187,""max_loss_percent"":0.038,""min_total_weight"":1.87,""pullback_touch_threshold"":0.039,""rsi_overbought"":88.1,""rsi_oversold"":13.8,""short_threshold"":0.128,""tp_kline_ratio"":0.57,""volume_increase_ratio"":3.06,""weight_bolling"":0.85,""weight_engulfing"":1.07,""weight_fvg"":1.56,""weight_kline_hammer"":1.02,""weight_leg"":0.87}"
32	1	15722	897.08	0.451087	1.19432	0.4168	0.531299	926	-5441.8984	False	False	False	False	"{""atr_take_profit_ratio"":2.64,""bb_width_threshold"":0.026,""chase_min_body_ratio"":0.61,""extreme_min_body_ratio"":0.66,""extreme_min_move_pct"":0.013,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.013,""fib_trigger_high"":0.63,""fib_trigger_low"":0.292,""fixed_profit_percent_take_profit"":0.047,""leg_size"":9,""long_threshold"":0.173,""max_loss_percent"":0.04,""min_total_weight"":1.94,""pullback_touch_threshold"":0.043,""rsi_overbought"":87.3,""rsi_oversold"":16.1,""short_threshold"":0.111,""tp_kline_ratio"":0.59,""volume_increase_ratio"":3.04,""weight_bolling"":1.02,""weight_engulfing"":0.94,""weight_fvg"":1.3,""weight_kline_hammer"":0.88,""weight_leg"":1.02}"
33	1	15723	2120.06	0.497703	1.85296	0.410374	0.514367	653	-1314.9073	False	True	False	False	"{""atr_take_profit_ratio"":3.22,""bb_width_threshold"":0.03,""chase_min_body_ratio"":0.43,""extreme_min_body_ratio"":0.63,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.88,""fib_stop_loss_buffer_ratio"":0.012,""fib_trigger_high"":0.623,""fib_trigger_low"":0.359,""fixed_profit_percent_take_profit"":0.055,""leg_size"":8,""long_threshold"":0.21,""max_loss_percent"":0.039,""min_total_weight"":2.15,""pullback_touch_threshold"":0.047,""rsi_overbought"":87.4,""rsi_oversold"":11.6,""short_threshold"":0.13,""tp_kline_ratio"":0.59,""volume_increase_ratio"":2.23,""weight_bolling"":1.06,""weight_engulfing"":0.87,""weight_fvg"":1.68,""weight_kline_hammer"":0.75,""weight_leg"":1.03}"
34	1	15724	2565.07	0.432907	1.8195	0.33264	0.568139	628	-2890.0378	False	False	True	False	"{""atr_take_profit_ratio"":3.38,""bb_width_threshold"":0.025,""chase_min_body_ratio"":0.54,""extreme_min_body_ratio"":0.6,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.584,""fib_trigger_low"":0.329,""fixed_profit_percent_take_profit"":0.06,""leg_size"":6,""long_threshold"":0.22,""max_loss_percent"":0.04,""min_total_weight"":1.99,""pullback_touch_threshold"":0.059,""rsi_overbought"":88.4,""rsi_oversold"":17.2,""short_threshold"":0.119,""tp_kline_ratio"":0.72,""volume_increase_ratio"":2.6,""weight_bolling"":1.09,""weight_engulfing"":0.88,""weight_fvg"":1.39,""weight_kline_hammer"":0.92,""weight_leg"":0.85}"
35	1	15725	3331.36	0.428816	2.07937	0.307622	0.553885	585	-1697.434	True	False	True	False	"{""atr_take_profit_ratio"":2.84,""bb_width_threshold"":0.022,""chase_min_body_ratio"":0.55,""extreme_min_body_ratio"":0.68,""extreme_min_move_pct"":0.014,""fib_min_volume_ratio"":2.14,""fib_stop_loss_buffer_ratio"":0.01,""fib_trigger_high"":0.586,""fib_trigger_low"":0.324,""fixed_profit_percent_take_profit"":0.045,""leg_size"":7,""long_threshold"":0.153,""max_loss_percent"":0.043,""min_total_weight"":2.15,""pullback_touch_threshold"":0.048,""rsi_overbought"":83.6,""rsi_oversold"":14.0,""short_threshold"":0.128,""tp_kline_ratio"":0.71,""volume_increase_ratio"":3.02,""weight_bolling"":0.99,""weight_engulfing"":0.87,""weight_fvg"":1.3,""weight_kline_hammer"":0.93,""weight_leg"":0.88}"
36	1	15726	1822.81	0.47411	1.74284	0.280577	0.511745	622	-1682.6764	False	False	True	False	"{""atr_take_profit_ratio"":2.51,""bb_width_threshold"":0.026,""chase_min_body_ratio"":0.6,""extreme_min_body_ratio"":0.73,""extreme_min_move_pct"":0.014,""fib_min_volume_ratio"":2.17,""fib_stop_loss_buffer_ratio"":0.01,""fib_trigger_high"":0.622,""fib_trigger_low"":0.326,""fixed_profit_percent_take_profit"":0.057,""leg_size"":9,""long_threshold"":0.209,""max_loss_percent"":0.042,""min_total_weight"":2.0,""pullback_touch_threshold"":0.056,""rsi_overbought"":87.1,""rsi_oversold"":14.4,""short_threshold"":0.103,""tp_kline_ratio"":0.56,""volume_increase_ratio"":2.45,""weight_bolling"":0.99,""weight_engulfing"":0.85,""weight_fvg"":1.43,""weight_kline_hammer"":0.96,""weight_leg"":0.86}"
37	1	15727	594.33	0.463366	0.94923	0.39831	0.5357	1013	-5473.1872	False	False	False	False	"{""atr_take_profit_ratio"":3.05,""bb_width_threshold"":0.036,""chase_min_body_ratio"":0.56,""extreme_min_body_ratio"":0.67,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.01,""fib_stop_loss_buffer_ratio"":0.008,""fib_trigger_high"":0.667,""fib_trigger_low"":0.348,""fixed_profit_percent_take_profit"":0.051,""leg_size"":6,""long_threshold"":0.17,""max_loss_percent"":0.038,""min_total_weight"":1.98,""pullback_touch_threshold"":0.046,""rsi_overbought"":85.0,""rsi_oversold"":11.1,""short_threshold"":0.099,""tp_kline_ratio"":0.55,""volume_increase_ratio"":3.07,""weight_bolling"":1.08,""weight_engulfing"":1.07,""weight_fvg"":1.48,""weight_kline_hammer"":0.83,""weight_leg"":1.01}"
38	1	15728	1726.53	0.439297	1.59531	0.322251	0.545651	627	-3726.1597	False	False	True	False	"{""atr_take_profit_ratio"":3.24,""bb_width_threshold"":0.024,""chase_min_body_ratio"":0.52,""extreme_min_body_ratio"":0.73,""extreme_min_move_pct"":0.013,""fib_min_volume_ratio"":1.92,""fib_stop_loss_buffer_ratio"":0.01,""fib_trigger_high"":0.643,""fib_trigger_low"":0.355,""fixed_profit_percent_take_profit"":0.049,""leg_size"":6,""long_threshold"":0.208,""max_loss_percent"":0.036,""min_total_weight"":2.09,""pullback_touch_threshold"":0.051,""rsi_overbought"":87.4,""rsi_oversold"":15.0,""short_threshold"":0.125,""tp_kline_ratio"":0.56,""volume_increase_ratio"":2.34,""weight_bolling"":1.04,""weight_engulfing"":0.85,""weight_fvg"":1.53,""weight_kline_hammer"":1.04,""weight_leg"":0.81}"
39	1	15729	680.98	0.436677	0.98135	0.491243	0.558793	992	-7149.4098	False	False	False	False	"{""atr_take_profit_ratio"":3.41,""bb_width_threshold"":0.027,""chase_min_body_ratio"":0.55,""extreme_min_body_ratio"":0.68,""extreme_min_move_pct"":0.014,""fib_min_volume_ratio"":2.15,""fib_stop_loss_buffer_ratio"":0.011,""fib_trigger_high"":0.653,""fib_trigger_low"":0.326,""fixed_profit_percent_take_profit"":0.058,""leg_size"":7,""long_threshold"":0.161,""max_loss_percent"":0.043,""min_total_weight"":1.88,""pullback_touch_threshold"":0.057,""rsi_overbought"":89.2,""rsi_oversold"":15.6,""short_threshold"":0.101,""tp_kline_ratio"":0.62,""volume_increase_ratio"":2.95,""weight_bolling"":0.88,""weight_engulfing"":0.93,""weight_fvg"":1.66,""weight_kline_hammer"":0.94,""weight_leg"":0.96}"
40	1	15730	2706.18	0.468697	2.05881	0.397295	0.513888	593	-1475.6118	False	False	False	False	"{""atr_take_profit_ratio"":2.9,""bb_width_threshold"":0.027,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.59,""extreme_min_move_pct"":0.013,""fib_min_volume_ratio"":2.39,""fib_stop_loss_buffer_ratio"":0.013,""fib_trigger_high"":0.584,""fib_trigger_low"":0.296,""fixed_profit_percent_take_profit"":0.048,""leg_size"":8,""long_threshold"":0.205,""max_loss_percent"":0.038,""min_total_weight"":2.12,""pullback_touch_threshold"":0.042,""rsi_overbought"":84.9,""rsi_oversold"":11.0,""short_threshold"":0.086,""tp_kline_ratio"":0.65,""volume_increase_ratio"":3.07,""weight_bolling"":1.07,""weight_engulfing"":1.08,""weight_fvg"":1.47,""weight_kline_hammer"":0.89,""weight_leg"":0.79}"
41	1	15731	3146.81	0.458333	2.14558	0.299645	0.524591	578	-538.1784	False	False	True	False	"{""atr_take_profit_ratio"":2.53,""bb_width_threshold"":0.022,""chase_min_body_ratio"":0.62,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.008,""fib_min_volume_ratio"":2.31,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.619,""fib_trigger_low"":0.313,""fixed_profit_percent_take_profit"":0.052,""leg_size"":9,""long_threshold"":0.215,""max_loss_percent"":0.04,""min_total_weight"":2.11,""pullback_touch_threshold"":0.043,""rsi_overbought"":84.2,""rsi_oversold"":18.0,""short_threshold"":0.112,""tp_kline_ratio"":0.57,""volume_increase_ratio"":2.84,""weight_bolling"":0.87,""weight_engulfing"":0.83,""weight_fvg"":1.51,""weight_kline_hammer"":0.76,""weight_leg"":0.81}"
42	1	15732	1137.29	0.448166	1.42421	0.335857	0.502571	630	-4326.1479	False	False	True	False	"{""atr_take_profit_ratio"":2.82,""bb_width_threshold"":0.024,""chase_min_body_ratio"":0.53,""extreme_min_body_ratio"":0.7,""extreme_min_move_pct"":0.014,""fib_min_volume_ratio"":2.23,""fib_stop_loss_buffer_ratio"":0.013,""fib_trigger_high"":0.666,""fib_trigger_low"":0.306,""fixed_profit_percent_take_profit"":0.052,""leg_size"":9,""long_threshold"":0.184,""max_loss_percent"":0.038,""min_total_weight"":2.02,""pullback_touch_threshold"":0.054,""rsi_overbought"":87.5,""rsi_oversold"":18.0,""short_threshold"":0.099,""tp_kline_ratio"":0.7,""volume_increase_ratio"":2.96,""weight_bolling"":1.02,""weight_engulfing"":1.06,""weight_fvg"":1.35,""weight_kline_hammer"":0.83,""weight_leg"":0.89}"
43	1	15733	3792.87	0.500759	2.23958	0.361393	0.540997	660	101451.9133	True	True	True	True	"{""atr_take_profit_ratio"":3.5,""bb_width_threshold"":0.035,""chase_min_body_ratio"":0.5,""extreme_min_body_ratio"":0.64,""extreme_min_move_pct"":0.013,""fib_min_volume_ratio"":1.75,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.608,""fib_trigger_low"":0.297,""fixed_profit_percent_take_profit"":0.048,""leg_size"":7,""long_threshold"":0.214,""max_loss_percent"":0.041,""min_total_weight"":2.14,""pullback_touch_threshold"":0.044,""rsi_overbought"":88.6,""rsi_oversold"":13.4,""short_threshold"":0.081,""tp_kline_ratio"":0.57,""volume_increase_ratio"":2.59,""weight_bolling"":0.87,""weight_engulfing"":0.94,""weight_fvg"":1.4,""weight_kline_hammer"":0.86,""weight_leg"":0.86}"
44	1	15734	2372.31	0.450331	1.85531	0.316852	0.539564	606	-2205.8277	False	False	True	False	"{""atr_take_profit_ratio"":3.3,""bb_width_threshold"":0.026,""chase_min_body_ratio"":0.59,""extreme_min_body_ratio"":0.6,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.008,""fib_trigger_high"":0.607,""fib_trigger_low"":0.341,""fixed_profit_percent_take_profit"":0.044,""leg_size"":7,""long_threshold"":0.203,""max_loss_percent"":0.036,""min_total_weight"":2.07,""pullback_touch_threshold"":0.044,""rsi_overbought"":85.6,""rsi_oversold"":14.7,""short_threshold"":0.13,""tp_kline_ratio"":0.55,""volume_increase_ratio"":2.8,""weight_bolling"":0.98,""weight_engulfing"":1.0,""weight_fvg"":1.5,""weight_kline_hammer"":1.0,""weight_leg"":0.81}"
45	1	15735	750.81	0.414322	1.13701	0.40772	0.508799	786	-7072.0777	False	False	False	False	"{""atr_take_profit_ratio"":3.02,""bb_width_threshold"":0.022,""chase_min_body_ratio"":0.61,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.009,""fib_min_volume_ratio"":1.81,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.643,""fib_trigger_low"":0.317,""fixed_profit_percent_take_profit"":0.042,""leg_size"":9,""long_threshold"":0.162,""max_loss_percent"":0.037,""min_total_weight"":1.97,""pullback_touch_threshold"":0.051,""rsi_overbought"":82.1,""rsi_oversold"":15.3,""short_threshold"":0.129,""tp_kline_ratio"":0.56,""volume_increase_ratio"":2.71,""weight_bolling"":0.96,""weight_engulfing"":1.05,""weight_fvg"":1.58,""weight_kline_hammer"":0.75,""weight_leg"":0.92}"
46	1	15736	288.7	0.435536	0.56285	0.535207	0.579498	925	-8566.7714	False	False	False	False	"{""atr_take_profit_ratio"":2.95,""bb_width_threshold"":0.026,""chase_min_body_ratio"":0.56,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":1.78,""fib_stop_loss_buffer_ratio"":0.011,""fib_trigger_high"":0.668,""fib_trigger_low"":0.359,""fixed_profit_percent_take_profit"":0.051,""leg_size"":6,""long_threshold"":0.151,""max_loss_percent"":0.041,""min_total_weight"":1.87,""pullback_touch_threshold"":0.038,""rsi_overbought"":84.9,""rsi_oversold"":11.2,""short_threshold"":0.109,""tp_kline_ratio"":0.74,""volume_increase_ratio"":3.0,""weight_bolling"":1.08,""weight_engulfing"":0.83,""weight_fvg"":1.57,""weight_kline_hammer"":1.03,""weight_leg"":0.99}"
47	1	15737	1184.82	0.456355	1.43823	0.291922	0.507684	656	-3578.5314	False	False	True	False	"{""atr_take_profit_ratio"":2.67,""bb_width_threshold"":0.027,""chase_min_body_ratio"":0.44,""extreme_min_body_ratio"":0.63,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":2.19,""fib_stop_loss_buffer_ratio"":0.011,""fib_trigger_high"":0.604,""fib_trigger_low"":0.324,""fixed_profit_percent_take_profit"":0.056,""leg_size"":9,""long_threshold"":0.162,""max_loss_percent"":0.037,""min_total_weight"":2.02,""pullback_touch_threshold"":0.048,""rsi_overbought"":88.7,""rsi_oversold"":18.0,""short_threshold"":0.097,""tp_kline_ratio"":0.69,""volume_increase_ratio"":2.24,""weight_bolling"":1.03,""weight_engulfing"":0.84,""weight_fvg"":1.34,""weight_kline_hammer"":1.02,""weight_leg"":0.94}"
48	1	15738	2595.88	0.482036	1.98471	0.334258	0.523456	669	-659.2136	False	False	True	False	"{""atr_take_profit_ratio"":3.23,""bb_width_threshold"":0.03,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.65,""extreme_min_move_pct"":0.014,""fib_min_volume_ratio"":2.28,""fib_stop_loss_buffer_ratio"":0.008,""fib_trigger_high"":0.61,""fib_trigger_low"":0.327,""fixed_profit_percent_take_profit"":0.044,""leg_size"":7,""long_threshold"":0.218,""max_loss_percent"":0.036,""min_total_weight"":2.14,""pullback_touch_threshold"":0.035,""rsi_overbought"":87.7,""rsi_oversold"":16.7,""short_threshold"":0.089,""tp_kline_ratio"":0.53,""volume_increase_ratio"":2.6,""weight_bolling"":1.01,""weight_engulfing"":1.07,""weight_fvg"":1.56,""weight_kline_hammer"":0.85,""weight_leg"":0.91}"
49	2	15739	2705.18	0.505673	2.10972	0.281294	0.501412	617	1006.7807	False	True	True	False	"{""atr_take_profit_ratio"":2.96,""bb_width_threshold"":0.033,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.64,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":2.21,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.63,""fib_trigger_low"":0.295,""fixed_profit_percent_take_profit"":0.041,""leg_size"":9,""long_threshold"":0.152,""max_loss_percent"":0.041,""min_total_weight"":2.2,""pullback_touch_threshold"":0.041,""rsi_overbought"":82.6,""rsi_oversold"":16.5,""short_threshold"":0.102,""tp_kline_ratio"":0.64,""volume_increase_ratio"":3.02,""weight_bolling"":0.9,""weight_engulfing"":0.99,""weight_fvg"":1.64,""weight_kline_hammer"":0.88,""weight_leg"":0.95}"
50	2	15740	5733.5	0.502463	2.72087	0.263726	0.521827	609	104963.9875	True	True	True	True	"{""atr_take_profit_ratio"":3.24,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.46,""extreme_min_body_ratio"":0.66,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.78,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.638,""fib_trigger_low"":0.291,""fixed_profit_percent_take_profit"":0.054,""leg_size"":9,""long_threshold"":0.195,""max_loss_percent"":0.041,""min_total_weight"":2.08,""pullback_touch_threshold"":0.052,""rsi_overbought"":86.7,""rsi_oversold"":16.8,""short_threshold"":0.119,""tp_kline_ratio"":0.59,""volume_increase_ratio"":3.08,""weight_bolling"":0.85,""weight_engulfing"":0.84,""weight_fvg"":1.22,""weight_kline_hammer"":0.97,""weight_leg"":0.75}"
51	2	15741	2448.76	0.5088	1.96536	0.260989	0.515802	626	821.3563	False	True	True	False	"{""atr_take_profit_ratio"":3.21,""bb_width_threshold"":0.035,""chase_min_body_ratio"":0.49,""extreme_min_body_ratio"":0.67,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.48,""fib_stop_loss_buffer_ratio"":0.013,""fib_trigger_high"":0.614,""fib_trigger_low"":0.306,""fixed_profit_percent_take_profit"":0.055,""leg_size"":9,""long_threshold"":0.216,""max_loss_percent"":0.044,""min_total_weight"":2.13,""pullback_touch_threshold"":0.039,""rsi_overbought"":85.7,""rsi_oversold"":11.0,""short_threshold"":0.082,""tp_kline_ratio"":0.55,""volume_increase_ratio"":2.59,""weight_bolling"":1.1,""weight_engulfing"":1.02,""weight_fvg"":1.54,""weight_kline_hammer"":0.92,""weight_leg"":0.78}"
52	2	15742	4860.0	0.507246	2.54204	0.256899	0.52451	622	104068.1914	True	True	True	True	"{""atr_take_profit_ratio"":3.26,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.54,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.616,""fib_trigger_low"":0.295,""fixed_profit_percent_take_profit"":0.059,""leg_size"":9,""long_threshold"":0.21,""max_loss_percent"":0.042,""min_total_weight"":2.2,""pullback_touch_threshold"":0.035,""rsi_overbought"":87.2,""rsi_oversold"":12.9,""short_threshold"":0.08,""tp_kline_ratio"":0.64,""volume_increase_ratio"":2.53,""weight_bolling"":0.99,""weight_engulfing"":1.1,""weight_fvg"":1.44,""weight_kline_hammer"":0.92,""weight_leg"":0.82}"
53	2	15743	4636.03	0.49459	2.44936	0.285672	0.534674	648	102968.779	True	True	True	True	"{""atr_take_profit_ratio"":3.29,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.54,""extreme_min_body_ratio"":0.73,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.42,""fib_stop_loss_buffer_ratio"":0.013,""fib_trigger_high"":0.632,""fib_trigger_low"":0.298,""fixed_profit_percent_take_profit"":0.06,""leg_size"":8,""long_threshold"":0.198,""max_loss_percent"":0.043,""min_total_weight"":2.15,""pullback_touch_threshold"":0.035,""rsi_overbought"":87.5,""rsi_oversold"":13.5,""short_threshold"":0.081,""tp_kline_ratio"":0.64,""volume_increase_ratio"":2.68,""weight_bolling"":1.07,""weight_engulfing"":1.1,""weight_fvg"":1.39,""weight_kline_hammer"":0.99,""weight_leg"":0.88}"
54	2	15744	4920.75	0.474026	2.44614	0.330244	0.548141	616	2069.5153	True	False	True	False	"{""atr_take_profit_ratio"":3.18,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.46,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":1.89,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.641,""fib_trigger_low"":0.309,""fixed_profit_percent_take_profit"":0.058,""leg_size"":7,""long_threshold"":0.182,""max_loss_percent"":0.04,""min_total_weight"":2.2,""pullback_touch_threshold"":0.053,""rsi_overbought"":86.9,""rsi_oversold"":15.1,""short_threshold"":0.123,""tp_kline_ratio"":0.68,""volume_increase_ratio"":3.1,""weight_bolling"":0.85,""weight_engulfing"":0.8,""weight_fvg"":1.27,""weight_kline_hammer"":0.94,""weight_leg"":0.82}"
55	2	15745	3717.87	0.510236	2.32123	0.25723	0.517876	636	102711.7921	True	True	True	True	"{""atr_take_profit_ratio"":3.28,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.5,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.38,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.612,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.22,""max_loss_percent"":0.042,""min_total_weight"":2.2,""pullback_touch_threshold"":0.035,""rsi_overbought"":87.0,""rsi_oversold"":14.2,""short_threshold"":0.08,""tp_kline_ratio"":0.61,""volume_increase_ratio"":2.41,""weight_bolling"":0.99,""weight_engulfing"":1.1,""weight_fvg"":1.53,""weight_kline_hammer"":0.92,""weight_leg"":0.75}"
56	2	15746	3872.43	0.4896	2.31467	0.255014	0.527734	626	102048.7913	True	True	True	True	"{""atr_take_profit_ratio"":3.42,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.55,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.609,""fib_trigger_low"":0.292,""fixed_profit_percent_take_profit"":0.059,""leg_size"":9,""long_threshold"":0.22,""max_loss_percent"":0.041,""min_total_weight"":2.19,""pullback_touch_threshold"":0.035,""rsi_overbought"":86.6,""rsi_oversold"":14.0,""short_threshold"":0.091,""tp_kline_ratio"":0.67,""volume_increase_ratio"":2.39,""weight_bolling"":1.01,""weight_engulfing"":1.1,""weight_fvg"":1.51,""weight_kline_hammer"":1.0,""weight_leg"":0.78}"
57	2	15747	6899.7	0.501618	2.83248	0.310947	0.536397	618	105886.0372	True	True	True	True	"{""atr_take_profit_ratio"":3.44,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.73,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.639,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.057,""leg_size"":8,""long_threshold"":0.187,""max_loss_percent"":0.04,""min_total_weight"":2.16,""pullback_touch_threshold"":0.053,""rsi_overbought"":87.0,""rsi_oversold"":15.5,""short_threshold"":0.132,""tp_kline_ratio"":0.56,""volume_increase_ratio"":3.1,""weight_bolling"":0.87,""weight_engulfing"":0.91,""weight_fvg"":1.22,""weight_kline_hammer"":0.92,""weight_leg"":0.83}"
58	2	15748	3412.3	0.510367	2.2458	0.285461	0.517795	627	102072.4534	True	True	True	True	"{""atr_take_profit_ratio"":3.45,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.45,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.635,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.183,""max_loss_percent"":0.041,""min_total_weight"":2.19,""pullback_touch_threshold"":0.056,""rsi_overbought"":85.1,""rsi_oversold"":16.7,""short_threshold"":0.137,""tp_kline_ratio"":0.54,""volume_increase_ratio"":3.1,""weight_bolling"":0.8,""weight_engulfing"":0.88,""weight_fvg"":1.2,""weight_kline_hammer"":0.89,""weight_leg"":0.88}"
59	2	15749	1442.26	0.493314	1.57082	0.263398	0.509927	674	-1415.6848	False	True	True	False	"{""atr_take_profit_ratio"":3.17,""bb_width_threshold"":0.034,""chase_min_body_ratio"":0.5,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.37,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.615,""fib_trigger_low"":0.314,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.211,""max_loss_percent"":0.042,""min_total_weight"":2.1,""pullback_touch_threshold"":0.035,""rsi_overbought"":89.3,""rsi_oversold"":12.1,""short_threshold"":0.089,""tp_kline_ratio"":0.61,""volume_increase_ratio"":2.6,""weight_bolling"":1.01,""weight_engulfing"":1.1,""weight_fvg"":1.4,""weight_kline_hammer"":1.05,""weight_leg"":0.89}"
60	2	15750	4032.57	0.494327	2.35683	0.25723	0.526568	618	102443.5389	True	True	True	True	"{""atr_take_profit_ratio"":3.29,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.48,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.43,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.593,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.056,""leg_size"":9,""long_threshold"":0.218,""max_loss_percent"":0.042,""min_total_weight"":2.2,""pullback_touch_threshold"":0.039,""rsi_overbought"":86.5,""rsi_oversold"":13.5,""short_threshold"":0.088,""tp_kline_ratio"":0.61,""volume_increase_ratio"":2.46,""weight_bolling"":1.02,""weight_engulfing"":1.1,""weight_fvg"":1.63,""weight_kline_hammer"":0.97,""weight_leg"":0.77}"
61	2	15751	2819.71	0.500763	2.08476	0.260504	0.515308	656	1053.8207	False	True	True	False	"{""atr_take_profit_ratio"":3.44,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.58,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.39,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.632,""fib_trigger_low"":0.293,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.214,""max_loss_percent"":0.041,""min_total_weight"":2.14,""pullback_touch_threshold"":0.035,""rsi_overbought"":85.4,""rsi_oversold"":13.8,""short_threshold"":0.08,""tp_kline_ratio"":0.62,""volume_increase_ratio"":2.63,""weight_bolling"":1.02,""weight_engulfing"":1.1,""weight_fvg"":1.38,""weight_kline_hammer"":0.96,""weight_leg"":0.88}"
62	2	15752	2521.15	0.489198	1.93572	0.365514	0.530624	648	-771.0125	False	True	True	False	"{""atr_take_profit_ratio"":3.47,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.42,""extreme_min_body_ratio"":0.64,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.655,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":7,""long_threshold"":0.176,""max_loss_percent"":0.039,""min_total_weight"":2.2,""pullback_touch_threshold"":0.052,""rsi_overbought"":85.8,""rsi_oversold"":16.9,""short_threshold"":0.118,""tp_kline_ratio"":0.6,""volume_increase_ratio"":3.08,""weight_bolling"":0.8,""weight_engulfing"":0.9,""weight_fvg"":1.24,""weight_kline_hammer"":0.95,""weight_leg"":0.84}"
